Taxon;Av. dissim;Contrib. %;Cumulative %;Mean Cop_ctr_D16;Mean Cop_ctr_D21;;;;Taxon;Av. dissim;Contrib. %;Cumulative %;Mean Cop_ctr_D16;Mean Cop_ctr_D24;;;;Taxon;Av. dissim;Contrib. %;Cumulative %;Mean Cop_ctr_D21;Mean Cop_ctr_D24;
Zotu1713;0;0;100;0;0;;;;Zotu1741;0;0;100;0;0;;;;Zotu1180;0;0;100;0;0;
Zotu1356;0;0;100;0;0;;;;Zotu1043;0;0;100;0;0;;;;Zotu1042;0;0;100;0;0;
Zotu1177;0;0;100;0;0;;;;Zotu430;0;0;100;0;0;;;;Zotu400;0;0;100;0;0;
Zotu1041;0;0;100;0;0;;;;Zotu1369;0;0;100;0;0;;;;Zotu1725;0;0;100;0;0;
Zotu479;0;0;100;0;0;;;;Zotu428;0;0;100;0;0;;;;Zotu1724;0;0;100;0;0;
Zotu1354;0;0;100;0;0;;;;Zotu1737;0;0;100;0;0;;;;Zotu1361;0;0;100;0;0;
Zotu1709;0;0;100;0;0;;;;Zotu1368;0;0;100;0;0;;;;Zotu398;0;0;100;0;0;
Zotu367;0;0;100;0;0;;;;Zotu1183;0;0;100;0;0;;;;Zotu1723;0;0;100;0;0;
Zotu1353;0;0;100;0;0;;;;Zotu1736;0;0;100;0;0;;;;Zotu1360;0;0;100;0;0;
Zotu363;0;0;100;0;0;;;;Zotu1367;0;0;100;0;0;;;;Zotu482;0;0;100;0;0;
Zotu1706;0;0;100;0;0;;;;Zotu420;0;0;100;0;0;;;;Zotu1721;0;0;100;0;0;
Zotu1352;0;0;100;0;0;;;;Zotu1366;0;0;100;0;0;;;;Zotu389;0;0;100;0;0;
Zotu1705;0;0;100;0;0;;;;Zotu1089;0;0;100;0;0;;;;Zotu1718;0;0;100;0;0;
Zotu1704;0;0;100;0;0;;;;Zotu1732;0;0;100;0;0;;;;Zotu1716;0;0;100;0;0;
Zotu1351;0;0;100;0;0;;;;Zotu415;0;0;100;0;0;;;;Zotu1715;0;0;100;0;0;
Zotu1175;0;0;100;0;0;;;;Zotu1730;0;0;100;0;0;;;;Zotu1357;0;0;100;0;0;
Zotu1350;0;0;100;0;0;;;;Zotu489;0;0;100;0;0;;;;Zotu1714;0;0;100;0;0;
Zotu1701;0;0;100;0;0;;;;Zotu1364;0;0;100;0;0;;;;Zotu1713;0;0;100;0;0;
Zotu1700;0;0;100;0;0;;;;Zotu1729;0;0;100;0;0;;;;Zotu1712;0;0;100;0;0;
Zotu1174;0;0;100;0;0;;;;Zotu1728;0;0;100;0;0;;;;Zotu1711;0;0;100;0;0;
Zotu349;0;0;100;0;0;;;;Zotu1363;0;0;100;0;0;;;;Zotu1177;0;0;100;0;0;
Zotu347;0;0;100;0;0;;;;Zotu1180;0;0;100;0;0;;;;Zotu1086;0;0;100;0;0;
Zotu495;0;0;100;0;0;;;;Zotu494;0;0;100;0;0;;;;Zotu1041;0;0;100;0;0;
Zotu1698;0;0;100;0;0;;;;Zotu1042;0;0;100;0;0;;;;Zotu1354;0;0;100;0;0;
Zotu1348;0;0;100;0;0;;;;Zotu1724;0;0;100;0;0;;;;Zotu1709;0;0;100;0;0;
Zotu1173;0;0;100;0;0;;;;Zotu1361;0;0;100;0;0;;;;Zotu1353;0;0;100;0;0;
Zotu1084;0;0;100;0;0;;;;Zotu1723;0;0;100;0;0;;;;Zotu363;0;0;100;0;0;
Zotu1040;0;0;100;0;0;;;;Zotu396;0;0;100;0;0;;;;Zotu1352;0;0;100;0;0;
Zotu1019;0;0;100;0;0;;;;Zotu1360;0;0;100;0;0;;;;Zotu1705;0;0;100;0;0;
Zotu1347;0;0;100;0;0;;;;Zotu1721;0;0;100;0;0;;;;Zotu1175;0;0;100;0;0;
Zotu1694;0;0;100;0;0;;;;Zotu1087;0;0;100;0;0;;;;Zotu1702;0;0;100;0;0;
Zotu1172;0;0;100;0;0;;;;Zotu1718;0;0;100;0;0;;;;Zotu501;0;0;100;0;0;
Zotu335;0;0;100;0;0;;;;Zotu502;0;0;100;0;0;;;;Zotu1350;0;0;100;0;0;
Zotu1345;0;0;100;0;0;;;;Zotu503;0;0;100;0;0;;;;Zotu1701;0;0;100;0;0;
Zotu505;0;0;100;0;0;;;;Zotu1716;0;0;100;0;0;;;;Zotu1700;0;0;100;0;0;
Zotu330;0;0;100;0;0;;;;Zotu505;0;0;100;0;0;;;;Zotu505;0;0;100;0;0;
Zotu1691;0;0;100;0;0;;;;Zotu1715;0;0;100;0;0;;;;Zotu1174;0;0;100;0;0;
Zotu1690;0;0;100;0;0;;;;Zotu1357;0;0;100;0;0;;;;Zotu347;0;0;100;0;0;
Zotu1083;0;0;100;0;0;;;;Zotu1714;0;0;100;0;0;;;;Zotu1698;0;0;100;0;0;
Zotu1343;0;0;100;0;0;;;;Zotu1713;0;0;100;0;0;;;;Zotu1348;0;0;100;0;0;
Zotu1688;0;0;100;0;0;;;;Zotu1177;0;0;100;0;0;;;;Zotu1173;0;0;100;0;0;
Zotu1342;0;0;100;0;0;;;;Zotu1041;0;0;100;0;0;;;;Zotu1084;0;0;100;0;0;
Zotu1684;0;0;100;0;0;;;;Zotu1354;0;0;100;0;0;;;;Zotu1040;0;0;100;0;0;
Zotu1683;0;0;100;0;0;;;;Zotu1709;0;0;100;0;0;;;;Zotu1019;0;0;100;0;0;
Zotu514;0;0;100;0;0;;;;Zotu1708;0;0;100;0;0;;;;Zotu1347;0;0;100;0;0;
Zotu1340;0;0;100;0;0;;;;Zotu1353;0;0;100;0;0;;;;Zotu1694;0;0;100;0;0;
Zotu1682;0;0;100;0;0;;;;Zotu515;0;0;100;0;0;;;;Zotu1172;0;0;100;0;0;
Zotu1680;0;0;100;0;0;;;;Zotu1176;0;0;100;0;0;;;;Zotu1693;0;0;100;0;0;
Zotu1339;0;0;100;0;0;;;;Zotu363;0;0;100;0;0;;;;Zotu1345;0;0;100;0;0;
Zotu1677;0;0;100;0;0;;;;Zotu1352;0;0;100;0;0;;;;Zotu331;0;0;100;0;0;
Zotu1337;0;0;100;0;0;;;;Zotu361;0;0;100;0;0;;;;Zotu1691;0;0;100;0;0;
Zotu1167;0;0;100;0;0;;;;Zotu1705;0;0;100;0;0;;;;Zotu1690;0;0;100;0;0;
Zotu1081;0;0;100;0;0;;;;Zotu1175;0;0;100;0;0;;;;Zotu1343;0;0;100;0;0;
Zotu1675;0;0;100;0;0;;;;Zotu1703;0;0;100;0;0;;;;Zotu324;0;0;100;0;0;
Zotu298;0;0;100;0;0;;;;Zotu1350;0;0;100;0;0;;;;Zotu523;0;0;100;0;0;
Zotu1674;0;0;100;0;0;;;;Zotu1701;0;0;100;0;0;;;;Zotu1688;0;0;100;0;0;
Zotu1336;0;0;100;0;0;;;;Zotu351;0;0;100;0;0;;;;Zotu1342;0;0;100;0;0;
Zotu1672;0;0;100;0;0;;;;Zotu1700;0;0;100;0;0;;;;Zotu1684;0;0;100;0;0;
Zotu1671;0;0;100;0;0;;;;Zotu1174;0;0;100;0;0;;;;Zotu1683;0;0;100;0;0;
Zotu1333;0;0;100;0;0;;;;Zotu347;0;0;100;0;0;;;;Zotu1340;0;0;100;0;0;
Zotu1080;0;0;100;0;0;;;;Zotu1698;0;0;100;0;0;;;;Zotu1682;0;0;100;0;0;
Zotu1039;0;0;100;0;0;;;;Zotu1348;0;0;100;0;0;;;;Zotu1681;0;0;100;0;0;
Zotu531;0;0;100;0;0;;;;Zotu530;0;0;100;0;0;;;;Zotu1680;0;0;100;0;0;
Zotu1018;0;0;100;0;0;;;;Zotu1173;0;0;100;0;0;;;;Zotu1339;0;0;100;0;0;
Zotu284;0;0;100;0;0;;;;Zotu1084;0;0;100;0;0;;;;Zotu1677;0;0;100;0;0;
Zotu1668;0;0;100;0;0;;;;Zotu1040;0;0;100;0;0;;;;Zotu1337;0;0;100;0;0;
Zotu1332;0;0;100;0;0;;;;Zotu1019;0;0;100;0;0;;;;Zotu1167;0;0;100;0;0;
Zotu1331;0;0;100;0;0;;;;Zotu1696;0;0;100;0;0;;;;Zotu1081;0;0;100;0;0;
Zotu1164;0;0;100;0;0;;;;Zotu1347;0;0;100;0;0;;;;Zotu1675;0;0;100;0;0;
Zotu1663;0;0;100;0;0;;;;Zotu1694;0;0;100;0;0;;;;Zotu1674;0;0;100;0;0;
Zotu1662;0;0;100;0;0;;;;Zotu1346;0;0;100;0;0;;;;Zotu1671;0;0;100;0;0;
Zotu1661;0;0;100;0;0;;;;Zotu1172;0;0;100;0;0;;;;Zotu1333;0;0;100;0;0;
Zotu1660;0;0;100;0;0;;;;Zotu1345;0;0;100;0;0;;;;Zotu1080;0;0;100;0;0;
Zotu268;0;0;100;0;0;;;;Zotu1691;0;0;100;0;0;;;;Zotu1018;0;0;100;0;0;
Zotu1329;0;0;100;0;0;;;;Zotu1690;0;0;100;0;0;;;;Zotu1668;0;0;100;0;0;
Zotu1658;0;0;100;0;0;;;;Zotu1343;0;0;100;0;0;;;;Zotu1332;0;0;100;0;0;
Zotu544;0;0;100;0;0;;;;Zotu543;0;0;100;0;0;;;;Zotu1331;0;0;100;0;0;
Zotu1162;0;0;100;0;0;;;;Zotu544;0;0;100;0;0;;;;Zotu544;0;0;100;0;0;
Zotu1656;0;0;100;0;0;;;;Zotu1688;0;0;100;0;0;;;;Zotu1164;0;0;100;0;0;
Zotu1327;0;0;100;0;0;;;;Zotu321;0;0;100;0;0;;;;Zotu1663;0;0;100;0;0;
Zotu1653;0;0;100;0;0;;;;Zotu1342;0;0;100;0;0;;;;Zotu1661;0;0;100;0;0;
Zotu1325;0;0;100;0;0;;;;Zotu1684;0;0;100;0;0;;;;Zotu1660;0;0;100;0;0;
Zotu1651;0;0;100;0;0;;;;Zotu1683;0;0;100;0;0;;;;Zotu1329;0;0;100;0;0;
Zotu1324;0;0;100;0;0;;;;Zotu1340;0;0;100;0;0;;;;Zotu1658;0;0;100;0;0;
Zotu1160;0;0;100;0;0;;;;Zotu1682;0;0;100;0;0;;;;Zotu1328;0;0;100;0;0;
Zotu249;0;0;100;0;0;;;;Zotu1680;0;0;100;0;0;;;;Zotu1162;0;0;100;0;0;
Zotu1649;0;0;100;0;0;;;;Zotu1339;0;0;100;0;0;;;;Zotu1327;0;0;100;0;0;
Zotu1323;0;0;100;0;0;;;;Zotu1168;0;0;100;0;0;;;;Zotu1038;0;0;100;0;0;
Zotu244;0;0;100;0;0;;;;Zotu306;0;0;100;0;0;;;;Zotu1653;0;0;100;0;0;
Zotu1322;0;0;100;0;0;;;;Zotu1677;0;0;100;0;0;;;;Zotu1325;0;0;100;0;0;
Zotu1078;0;0;100;0;0;;;;Zotu1337;0;0;100;0;0;;;;Zotu1651;0;0;100;0;0;
Zotu241;0;0;100;0;0;;;;Zotu1167;0;0;100;0;0;;;;Zotu1324;0;0;100;0;0;
Zotu1646;0;0;100;0;0;;;;Zotu1081;0;0;100;0;0;;;;Zotu1160;0;0;100;0;0;
Zotu1645;0;0;100;0;0;;;;Zotu1675;0;0;100;0;0;;;;Zotu1323;0;0;100;0;0;
Zotu1321;0;0;100;0;0;;;;Zotu1674;0;0;100;0;0;;;;Zotu1322;0;0;100;0;0;
Zotu1644;0;0;100;0;0;;;;Zotu1671;0;0;100;0;0;;;;Zotu1078;0;0;100;0;0;
Zotu1643;0;0;100;0;0;;;;Zotu287;0;0;100;0;0;;;;Zotu1646;0;0;100;0;0;
Zotu1320;0;0;100;0;0;;;;Zotu1333;0;0;100;0;0;;;;Zotu1645;0;0;100;0;0;
Zotu1159;0;0;100;0;0;;;;Zotu1080;0;0;100;0;0;;;;Zotu1321;0;0;100;0;0;
Zotu1642;0;0;100;0;0;;;;Zotu1018;0;0;100;0;0;;;;Zotu1643;0;0;100;0;0;
Zotu232;0;0;100;0;0;;;;Zotu1668;0;0;100;0;0;;;;Zotu1320;0;0;100;0;0;
Zotu1640;0;0;100;0;0;;;;Zotu1332;0;0;100;0;0;;;;Zotu1159;0;0;100;0;0;
Zotu2289;0;0;100;0;0;;;;Zotu1331;0;0;100;0;0;;;;Zotu1642;0;0;100;0;0;
Zotu1319;0;0;100;0;0;;;;Zotu1164;0;0;100;0;0;;;;Zotu232;0;0;100;0;0;
Zotu1158;0;0;100;0;0;;;;Zotu1663;0;0;100;0;0;;;;Zotu1641;0;0;100;0;0;
Zotu2288;0;0;100;0;0;;;;Zotu1661;0;0;100;0;0;;;;Zotu1640;0;0;100;0;0;
Zotu2287;0;0;100;0;0;;;;Zotu1660;0;0;100;0;0;;;;Zotu2289;0;0;100;0;0;
Zotu1639;0;0;100;0;0;;;;Zotu1329;0;0;100;0;0;;;;Zotu1319;0;0;100;0;0;
Zotu2286;0;0;100;0;0;;;;Zotu1659;0;0;100;0;0;;;;Zotu1158;0;0;100;0;0;
Zotu2285;0;0;100;0;0;;;;Zotu1658;0;0;100;0;0;;;;Zotu1037;0;0;100;0;0;
Zotu1638;0;0;100;0;0;;;;Zotu1162;0;0;100;0;0;;;;Zotu1017;0;0;100;0;0;
Zotu1318;0;0;100;0;0;;;;Zotu1327;0;0;100;0;0;;;;Zotu2288;0;0;100;0;0;
Zotu2284;0;0;100;0;0;;;;Zotu1653;0;0;100;0;0;;;;Zotu2287;0;0;100;0;0;
Zotu2282;0;0;100;0;0;;;;Zotu1325;0;0;100;0;0;;;;Zotu1639;0;0;100;0;0;
Zotu2281;0;0;100;0;0;;;;Zotu1651;0;0;100;0;0;;;;Zotu2286;0;0;100;0;0;
Zotu1636;0;0;100;0;0;;;;Zotu1324;0;0;100;0;0;;;;Zotu2285;0;0;100;0;0;
Zotu1317;0;0;100;0;0;;;;Zotu1160;0;0;100;0;0;;;;Zotu1638;0;0;100;0;0;
Zotu1157;0;0;100;0;0;;;;Zotu1323;0;0;100;0;0;;;;Zotu1318;0;0;100;0;0;
Zotu2279;0;0;100;0;0;;;;Zotu1648;0;0;100;0;0;;;;Zotu2284;0;0;100;0;0;
Zotu1635;0;0;100;0;0;;;;Zotu1647;0;0;100;0;0;;;;Zotu2281;0;0;100;0;0;
Zotu2278;0;0;100;0;0;;;;Zotu1322;0;0;100;0;0;;;;Zotu1317;0;0;100;0;0;
Zotu2277;0;0;100;0;0;;;;Zotu1078;0;0;100;0;0;;;;Zotu2279;0;0;100;0;0;
Zotu1634;0;0;100;0;0;;;;Zotu1646;0;0;100;0;0;;;;Zotu1635;0;0;100;0;0;
Zotu1316;0;0;100;0;0;;;;Zotu1645;0;0;100;0;0;;;;Zotu2278;0;0;100;0;0;
Zotu2275;0;0;100;0;0;;;;Zotu1321;0;0;100;0;0;;;;Zotu2277;0;0;100;0;0;
Zotu1633;0;0;100;0;0;;;;Zotu1643;0;0;100;0;0;;;;Zotu1316;0;0;100;0;0;
Zotu1315;0;0;100;0;0;;;;Zotu1320;0;0;100;0;0;;;;Zotu2273;0;0;100;0;0;
Zotu1156;0;0;100;0;0;;;;Zotu1159;0;0;100;0;0;;;;Zotu1315;0;0;100;0;0;
Zotu1076;0;0;100;0;0;;;;Zotu1642;0;0;100;0;0;;;;Zotu1156;0;0;100;0;0;
Zotu2271;0;0;100;0;0;;;;Zotu232;0;0;100;0;0;;;;Zotu1076;0;0;100;0;0;
Zotu2270;0;0;100;0;0;;;;Zotu1640;0;0;100;0;0;;;;Zotu2271;0;0;100;0;0;
Zotu1630;0;0;100;0;0;;;;Zotu2289;0;0;100;0;0;;;;Zotu2270;0;0;100;0;0;
Zotu1314;0;0;100;0;0;;;;Zotu1319;0;0;100;0;0;;;;Zotu1630;0;0;100;0;0;
Zotu2268;0;0;100;0;0;;;;Zotu1158;0;0;100;0;0;;;;Zotu2269;0;0;100;0;0;
Zotu1629;0;0;100;0;0;;;;Zotu2288;0;0;100;0;0;;;;Zotu2268;0;0;100;0;0;
Zotu1313;0;0;100;0;0;;;;Zotu2287;0;0;100;0;0;;;;Zotu1313;0;0;100;0;0;
Zotu599;0;0;100;0;0;;;;Zotu1639;0;0;100;0;0;;;;Zotu598;0;0;100;0;0;
Zotu1155;0;0;100;0;0;;;;Zotu599;0;0;100;0;0;;;;Zotu599;0;0;100;0;0;
Zotu2265;0;0;100;0;0;;;;Zotu2286;0;0;100;0;0;;;;Zotu1155;0;0;100;0;0;
Zotu2264;0;0;100;0;0;;;;Zotu2285;0;0;100;0;0;;;;Zotu2265;0;0;100;0;0;
Zotu1628;0;0;100;0;0;;;;Zotu1638;0;0;100;0;0;;;;Zotu2264;0;0;100;0;0;
Zotu2262;0;0;100;0;0;;;;Zotu1318;0;0;100;0;0;;;;Zotu1628;0;0;100;0;0;
Zotu1312;0;0;100;0;0;;;;Zotu2284;0;0;100;0;0;;;;Zotu2263;0;0;100;0;0;
Zotu604;0;0;100;0;0;;;;Zotu2281;0;0;100;0;0;;;;Zotu2262;0;0;100;0;0;
Zotu1626;0;0;100;0;0;;;;Zotu604;0;0;100;0;0;;;;Zotu604;0;0;100;0;0;
Zotu2259;0;0;100;0;0;;;;Zotu1317;0;0;100;0;0;;;;Zotu1312;0;0;100;0;0;
Zotu2258;0;0;100;0;0;;;;Zotu2279;0;0;100;0;0;;;;Zotu1626;0;0;100;0;0;
Zotu1625;0;0;100;0;0;;;;Zotu1635;0;0;100;0;0;;;;Zotu2259;0;0;100;0;0;
Zotu1311;0;0;100;0;0;;;;Zotu2278;0;0;100;0;0;;;;Zotu2258;0;0;100;0;0;
Zotu1154;0;0;100;0;0;;;;Zotu2277;0;0;100;0;0;;;;Zotu1625;0;0;100;0;0;
Zotu1075;0;0;100;0;0;;;;Zotu1316;0;0;100;0;0;;;;Zotu1311;0;0;100;0;0;
Zotu1036;0;0;100;0;0;;;;Zotu1315;0;0;100;0;0;;;;Zotu1154;0;0;100;0;0;
Zotu1623;0;0;100;0;0;;;;Zotu1156;0;0;100;0;0;;;;Zotu1075;0;0;100;0;0;
Zotu1310;0;0;100;0;0;;;;Zotu1076;0;0;100;0;0;;;;Zotu1036;0;0;100;0;0;
Zotu1622;0;0;100;0;0;;;;Zotu2271;0;0;100;0;0;;;;Zotu2256;0;0;100;0;0;
Zotu2250;0;0;100;0;0;;;;Zotu2270;0;0;100;0;0;;;;Zotu1623;0;0;100;0;0;
Zotu1153;0;0;100;0;0;;;;Zotu615;0;0;100;0;0;;;;Zotu1310;0;0;100;0;0;
Zotu2247;0;0;100;0;0;;;;Zotu1630;0;0;100;0;0;;;;Zotu1622;0;0;100;0;0;
Zotu1309;0;0;100;0;0;;;;Zotu2268;0;0;100;0;0;;;;Zotu2250;0;0;100;0;0;
Zotu2246;0;0;100;0;0;;;;Zotu1313;0;0;100;0;0;;;;Zotu1153;0;0;100;0;0;
Zotu2244;0;0;100;0;0;;;;Zotu1155;0;0;100;0;0;;;;Zotu1620;0;0;100;0;0;
Zotu1618;0;0;100;0;0;;;;Zotu2265;0;0;100;0;0;;;;Zotu2247;0;0;100;0;0;
Zotu1308;0;0;100;0;0;;;;Zotu2264;0;0;100;0;0;;;;Zotu1309;0;0;100;0;0;
Zotu1152;0;0;100;0;0;;;;Zotu1628;0;0;100;0;0;;;;Zotu2246;0;0;100;0;0;
Zotu1074;0;0;100;0;0;;;;Zotu2262;0;0;100;0;0;;;;Zotu2245;0;0;100;0;0;
Zotu1616;0;0;100;0;0;;;;Zotu1312;0;0;100;0;0;;;;Zotu1619;0;0;100;0;0;
Zotu1307;0;0;100;0;0;;;;Zotu1626;0;0;100;0;0;;;;Zotu2244;0;0;100;0;0;
Zotu1615;0;0;100;0;0;;;;Zotu2259;0;0;100;0;0;;;;Zotu1618;0;0;100;0;0;
Zotu2235;0;0;100;0;0;;;;Zotu2258;0;0;100;0;0;;;;Zotu1308;0;0;100;0;0;
Zotu1614;0;0;100;0;0;;;;Zotu1625;0;0;100;0;0;;;;Zotu1152;0;0;100;0;0;
Zotu629;0;0;100;0;0;;;;Zotu1311;0;0;100;0;0;;;;Zotu1074;0;0;100;0;0;
Zotu1306;0;0;100;0;0;;;;Zotu1154;0;0;100;0;0;;;;Zotu1616;0;0;100;0;0;
Zotu1151;0;0;100;0;0;;;;Zotu1075;0;0;100;0;0;;;;Zotu1307;0;0;100;0;0;
Zotu1305;0;0;100;0;0;;;;Zotu1036;0;0;100;0;0;;;;Zotu2235;0;0;100;0;0;
Zotu2229;0;0;100;0;0;;;;Zotu1623;0;0;100;0;0;;;;Zotu1614;0;0;100;0;0;
Zotu1304;0;0;100;0;0;;;;Zotu1310;0;0;100;0;0;;;;Zotu1306;0;0;100;0;0;
Zotu1150;0;0;100;0;0;;;;Zotu1622;0;0;100;0;0;;;;Zotu1305;0;0;100;0;0;
Zotu2227;0;0;100;0;0;;;;Zotu2250;0;0;100;0;0;;;;Zotu2229;0;0;100;0;0;
Zotu2226;0;0;100;0;0;;;;Zotu1621;0;0;100;0;0;;;;Zotu1304;0;0;100;0;0;
Zotu1609;0;0;100;0;0;;;;Zotu1153;0;0;100;0;0;;;;Zotu2227;0;0;100;0;0;
Zotu1608;0;0;100;0;0;;;;Zotu2247;0;0;100;0;0;;;;Zotu2226;0;0;100;0;0;
Zotu639;0;0;100;0;0;;;;Zotu1309;0;0;100;0;0;;;;Zotu1609;0;0;100;0;0;
Zotu1303;0;0;100;0;0;;;;Zotu2246;0;0;100;0;0;;;;Zotu2225;0;0;100;0;0;
Zotu640;0;0;100;0;0;;;;Zotu2244;0;0;100;0;0;;;;Zotu1608;0;0;100;0;0;
Zotu2223;0;0;100;0;0;;;;Zotu640;0;0;100;0;0;;;;Zotu640;0;0;100;0;0;
Zotu2221;0;0;100;0;0;;;;Zotu1618;0;0;100;0;0;;;;Zotu2223;0;0;100;0;0;
Zotu2220;0;0;100;0;0;;;;Zotu1308;0;0;100;0;0;;;;Zotu2221;0;0;100;0;0;
Zotu1606;0;0;100;0;0;;;;Zotu1152;0;0;100;0;0;;;;Zotu2220;0;0;100;0;0;
Zotu1302;0;0;100;0;0;;;;Zotu1074;0;0;100;0;0;;;;Zotu1606;0;0;100;0;0;
Zotu1605;0;0;100;0;0;;;;Zotu1616;0;0;100;0;0;;;;Zotu1302;0;0;100;0;0;
Zotu2217;0;0;100;0;0;;;;Zotu1307;0;0;100;0;0;;;;Zotu1605;0;0;100;0;0;
Zotu2216;0;0;100;0;0;;;;Zotu2235;0;0;100;0;0;;;;Zotu647;0;0;100;0;0;
Zotu2215;0;0;100;0;0;;;;Zotu1614;0;0;100;0;0;;;;Zotu2217;0;0;100;0;0;
Zotu1603;0;0;100;0;0;;;;Zotu649;0;0;100;0;0;;;;Zotu2215;0;0;100;0;0;
Zotu1602;0;0;100;0;0;;;;Zotu1306;0;0;100;0;0;;;;Zotu1602;0;0;100;0;0;
Zotu651;0;0;100;0;0;;;;Zotu2233;0;0;100;0;0;;;;Zotu1300;0;0;100;0;0;
Zotu652;0;0;100;0;0;;;;Zotu2232;0;0;100;0;0;;;;Zotu1149;0;0;100;0;0;
Zotu1300;0;0;100;0;0;;;;Zotu652;0;0;100;0;0;;;;Zotu652;0;0;100;0;0;
Zotu1149;0;0;100;0;0;;;;Zotu1305;0;0;100;0;0;;;;Zotu2211;0;0;100;0;0;
Zotu2211;0;0;100;0;0;;;;Zotu2230;0;0;100;0;0;;;;Zotu1601;0;0;100;0;0;
Zotu1601;0;0;100;0;0;;;;Zotu2229;0;0;100;0;0;;;;Zotu1600;0;0;100;0;0;
Zotu657;0;0;100;0;0;;;;Zotu1304;0;0;100;0;0;;;;Zotu2208;0;0;100;0;0;
Zotu658;0;0;100;0;0;;;;Zotu2227;0;0;100;0;0;;;;Zotu1148;0;0;100;0;0;
Zotu1600;0;0;100;0;0;;;;Zotu2226;0;0;100;0;0;;;;Zotu2205;0;0;100;0;0;
Zotu1148;0;0;100;0;0;;;;Zotu1609;0;0;100;0;0;;;;Zotu2204;0;0;100;0;0;
Zotu2204;0;0;100;0;0;;;;Zotu1608;0;0;100;0;0;;;;Zotu1597;0;0;100;0;0;
Zotu2202;0;0;100;0;0;;;;Zotu2223;0;0;100;0;0;;;;Zotu1147;0;0;100;0;0;
Zotu1597;0;0;100;0;0;;;;Zotu661;0;0;100;0;0;;;;Zotu1071;0;0;100;0;0;
Zotu1147;0;0;100;0;0;;;;Zotu2221;0;0;100;0;0;;;;Zotu2198;0;0;100;0;0;
Zotu1071;0;0;100;0;0;;;;Zotu2220;0;0;100;0;0;;;;Zotu663;0;0;100;0;0;
Zotu2198;0;0;100;0;0;;;;Zotu1606;0;0;100;0;0;;;;Zotu1595;0;0;100;0;0;
Zotu1595;0;0;100;0;0;;;;Zotu1302;0;0;100;0;0;;;;Zotu1594;0;0;100;0;0;
Zotu1594;0;0;100;0;0;;;;Zotu222;0;0;100;0;0;;;;Zotu1297;0;0;100;0;0;
Zotu1297;0;0;100;0;0;;;;Zotu1605;0;0;100;0;0;;;;Zotu2194;0;0;100;0;0;
Zotu2194;0;0;100;0;0;;;;Zotu2217;0;0;100;0;0;;;;Zotu2192;0;0;100;0;0;
Zotu2192;0;0;100;0;0;;;;Zotu1604;0;0;100;0;0;;;;Zotu1296;0;0;100;0;0;
Zotu1296;0;0;100;0;0;;;;Zotu2215;0;0;100;0;0;;;;Zotu2190;0;0;100;0;0;
Zotu2190;0;0;100;0;0;;;;Zotu1602;0;0;100;0;0;;;;Zotu1591;0;0;100;0;0;
Zotu1591;0;0;100;0;0;;;;Zotu1300;0;0;100;0;0;;;;Zotu2189;0;0;100;0;0;
Zotu2189;0;0;100;0;0;;;;Zotu1149;0;0;100;0;0;;;;Zotu1590;0;0;100;0;0;
Zotu2188;0;0;100;0;0;;;;Zotu2212;0;0;100;0;0;;;;Zotu2188;0;0;100;0;0;
Zotu2186;0;0;100;0;0;;;;Zotu2211;0;0;100;0;0;;;;Zotu2187;0;0;100;0;0;
Zotu1589;0;0;100;0;0;;;;Zotu1601;0;0;100;0;0;;;;Zotu2186;0;0;100;0;0;
Zotu1294;0;0;100;0;0;;;;Zotu1600;0;0;100;0;0;;;;Zotu1589;0;0;100;0;0;
Zotu1144;0;0;100;0;0;;;;Zotu2206;0;0;100;0;0;;;;Zotu1144;0;0;100;0;0;
Zotu1070;0;0;100;0;0;;;;Zotu1148;0;0;100;0;0;;;;Zotu1070;0;0;100;0;0;
Zotu2184;0;0;100;0;0;;;;Zotu2204;0;0;100;0;0;;;;Zotu2184;0;0;100;0;0;
Zotu1587;0;0;100;0;0;;;;Zotu1599;0;0;100;0;0;;;;Zotu1587;0;0;100;0;0;
Zotu1585;0;0;100;0;0;;;;Zotu2203;0;0;100;0;0;;;;Zotu2181;0;0;100;0;0;
Zotu682;0;0;100;0;0;;;;Zotu1597;0;0;100;0;0;;;;Zotu1585;0;0;100;0;0;
Zotu683;0;0;100;0;0;;;;Zotu682;0;0;100;0;0;;;;Zotu682;0;0;100;0;0;
Zotu2180;0;0;100;0;0;;;;Zotu683;0;0;100;0;0;;;;Zotu683;0;0;100;0;0;
Zotu2178;0;0;100;0;0;;;;Zotu1298;0;0;100;0;0;;;;Zotu1293;0;0;100;0;0;
Zotu1583;0;0;100;0;0;;;;Zotu685;0;0;100;0;0;;;;Zotu2180;0;0;100;0;0;
Zotu1292;0;0;100;0;0;;;;Zotu1147;0;0;100;0;0;;;;Zotu2178;0;0;100;0;0;
Zotu1143;0;0;100;0;0;;;;Zotu1071;0;0;100;0;0;;;;Zotu1583;0;0;100;0;0;
Zotu2177;0;0;100;0;0;;;;Zotu2198;0;0;100;0;0;;;;Zotu1292;0;0;100;0;0;
Zotu2174;0;0;100;0;0;;;;Zotu1595;0;0;100;0;0;;;;Zotu2177;0;0;100;0;0;
Zotu1581;0;0;100;0;0;;;;Zotu1594;0;0;100;0;0;;;;Zotu2174;0;0;100;0;0;
